Step,WeightDecay,TotalLoss,ContrastiveLoss,ContrastiveAccuracy,ContrastiveEntropy
10170,0.0,10.968840599060059,10.968840599060059,47.278645634651184,6.030742645263672
10215,0.0,10.9713716506958,10.9713716506958,47.04861044883728,6.030263900756836
10260,0.0,10.971023559570312,10.971023559570312,46.74913287162781,6.032062530517578
10305,0.0,10.951665878295898,10.951665878295898,48.255208134651184,6.034347057342529
10350,0.0,10.95128059387207,10.95128059387207,47.89496660232544,6.034008026123047
10395,0.0,10.939375877380371,10.939375877380371,48.84548485279083,6.036655902862549
10440,0.0,10.940316200256348,10.940316200256348,48.619791865348816,6.035355091094971
10485,0.0,10.932435035705566,10.932435035705566,49.014756083488464,6.036550045013428
10530,0.0,10.929764747619629,10.929764747619629,49.24045205116272,6.038461685180664
10575,0.0,10.923686027526855,10.923686027526855,49.574652314186096,6.0384087562561035
10620,0.0,10.915923118591309,10.915923118591309,49.78732764720917,6.0395073890686035
10665,0.0,10.904735565185547,10.904735565185547,50.02604126930237,6.040760040283203
10710,0.0,10.914867401123047,10.914867401123047,50.0,6.040543079376221
10755,0.0,10.904010772705078,10.904010772705078,50.57291388511658,6.041847229003906
10800,0.0,10.891775131225586,10.891775131225586,51.06770992279053,6.043058395385742
10845,0.0,10.90585708618164,10.90585708618164,50.76388716697693,6.041952133178711
10890,0.0,10.891345977783203,10.891345977783203,51.506078243255615,6.0439324378967285
10935,0.0,10.885077476501465,10.885077476501465,52.43489742279053,6.045527935028076
10980,0.0,10.88046646118164,10.88046646118164,52.49565839767456,6.045482158660889
11025,0.0,10.876425743103027,10.876425743103027,52.26128697395325,6.046291828155518
11070,0.0,10.866251945495605,10.866251945495605,52.66926884651184,6.045573711395264
11115,0.0,10.867002487182617,10.867002487182617,52.9383659362793,6.046883583068848
11160,0.0,10.858758926391602,10.858758926391602,53.41145992279053,6.048384666442871
11205,0.0,10.856765747070312,10.856765747070312,54.027777910232544,6.048948287963867
11250,0.0,10.847116470336914,10.847116470336914,54.34461832046509,6.049449920654297
11295,0.0,10.847984313964844,10.847984313964844,53.980034589767456,6.0496745109558105
11340,0.0,10.841323852539062,10.841323852539062,54.8828125,6.050995349884033
11385,0.0,10.838682174682617,10.838682174682617,54.374998807907104,6.051106929779053
11430,0.0,10.833962440490723,10.833962440490723,55.4774284362793,6.052526950836182
11475,0.0,10.834517478942871,10.834517478942871,55.151909589767456,6.052043914794922
11520,0.0,10.824581146240234,10.824581146240234,55.08246421813965,6.053818225860596
11565,0.0,10.818827629089355,10.818827629089355,55.720484256744385,6.053543567657471
11610,0.0,10.814327239990234,10.814327239990234,56.150174140930176,6.053997993469238
11655,0.0,10.80950927734375,10.80950927734375,56.03298544883728,6.055265426635742
11700,0.0,10.812994003295898,10.812994003295898,55.73350787162781,6.054192543029785
11745,0.0,10.811492919921875,10.811492919921875,56.03732466697693,6.056133270263672
11790,0.0,10.802489280700684,10.802489280700684,56.57117962837219,6.056280612945557
11835,0.0,10.80238151550293,10.80238151550293,56.94444179534912,6.056691646575928
11880,0.0,10.794598579406738,10.794598579406738,57.06163048744202,6.056783199310303
11925,0.0,10.804065704345703,10.804065704345703,57.13975429534912,6.057307243347168
11970,0.0,10.78388500213623,10.78388500213623,57.24392533302307,6.057934761047363
12015,0.0,10.781403541564941,10.781403541564941,57.4131965637207,6.058045864105225
12060,0.0,10.789587020874023,10.789587020874023,57.42621421813965,6.058583736419678
12105,0.0,10.777365684509277,10.777365684509277,58.146703243255615,6.059035778045654
12150,0.0,10.791293144226074,10.791293144226074,57.53037929534912,6.059903144836426
12195,0.0,10.779650688171387,10.779650688171387,58.07725787162781,6.0595011711120605
12240,0.0,10.766744613647461,10.766744613647461,58.05555582046509,6.059651851654053
12285,0.0,10.772863388061523,10.772863388061523,58.103299140930176,6.059622764587402
12330,0.0,10.773789405822754,10.773789405822754,58.19878578186035,6.060446739196777
12375,0.0,10.768198013305664,10.768198013305664,58.66319537162781,6.060656547546387
12420,0.0,10.757654190063477,10.757654190063477,59.301215410232544,6.060714244842529
12465,0.0,10.763238906860352,10.763238906860352,59.513890743255615,6.06059455871582
12510,0.0,10.75784969329834,10.75784969329834,59.55728888511658,6.061126232147217
12555,0.0,10.75846004486084,10.75846004486084,58.90191197395325,6.061291694641113
12600,0.0,10.75330638885498,10.75330638885498,59.5703125,6.060558319091797
12645,0.0,10.756962776184082,10.756962776184082,59.61805582046509,6.06160831451416
12690,0.0,10.74533462524414,10.74533462524414,59.93489623069763,6.06106424331665
12735,0.0,10.751184463500977,10.751184463500977,59.87847447395325,6.061383247375488
12780,0.0,10.741189002990723,10.741189002990723,59.67881679534912,6.061928749084473
12825,0.0,10.745906829833984,10.745906829833984,60.13020873069763,6.0618462562561035
12870,0.0,10.742472648620605,10.742472648620605,59.765625,6.061611652374268
12915,0.0,10.74117660522461,10.74117660522461,59.98697876930237,6.0624260902404785
12960,0.0,10.741275787353516,10.741275787353516,60.490453243255615,6.062474727630615
13005,0.0,10.73996353149414,10.73996353149414,60.13020873069763,6.062274932861328
13050,0.0,10.741827011108398,10.741827011108398,60.17361283302307,6.062365531921387
13095,0.0,10.738810539245605,10.738810539245605,60.299479961395264,6.062695503234863
13140,0.0,10.73212718963623,10.73212718963623,60.881078243255615,6.062466144561768
13185,0.0,10.737850189208984,10.737850189208984,60.473090410232544,6.062565803527832
13230,0.0,10.733922004699707,10.733922004699707,60.546875,6.062600135803223
13275,0.0,10.740958213806152,10.740958213806152,60.277777910232544,6.062875747680664
13320,0.0,10.741227149963379,10.741227149963379,60.26475429534912,6.062587261199951
13365,0.0,10.731582641601562,10.731582641601562,60.82465052604675,6.06267786026001
13410,0.0,10.734601974487305,10.734601974487305,60.95920205116272,6.0626654624938965
13455,0.0,10.730411529541016,10.730411529541016,60.75955033302307,6.062553405761719
13500,0.0,10.725399017333984,10.725399017333984,60.863715410232544,6.062380790710449
13545,0.0,10.728500366210938,10.728500366210938,60.91145873069763,6.062558174133301
13590,0.0,10.73402214050293,10.73402214050293,60.87239384651184,6.062619209289551
13635,0.0,10.73367691040039,10.73367691040039,60.28211712837219,6.06269645690918
