Step,WeightDecay,TotalLoss,SupervisedLoss,SupervisedAccuracy
5,0.005310350563377142,182.4929656982422,182.48765563964844,64.49218988418579
10,0.049163300544023514,3.8673806190490723,3.8182177543640137,84.72656011581421
15,0.1045806035399437,1.3938071727752686,1.2892265319824219,76.0937511920929
20,0.14766095578670502,0.7832887768745422,0.635627806186676,73.67187738418579
25,0.17669755220413208,0.6834748983383179,0.5067774057388306,73.4375
30,0.19508394598960876,0.7083662152290344,0.5132821798324585,75.390625
35,0.20635643601417542,0.7279765605926514,0.5216200351715088,78.3984363079071
40,0.21314175426959991,0.6105327010154724,0.3973909616470337,79.1015625
45,0.21717992424964905,0.5743030309677124,0.35712307691574097,81.9140613079071
50,0.21956133842468262,0.5660951137542725,0.34653377532958984,82.96874761581421
55,0.22095222771167755,0.5795847177505493,0.35863250494003296,82.1093738079071
60,0.2217543125152588,0.5402768850326538,0.3185226023197174,84.2578113079071
65,0.2222072184085846,0.5213953852653503,0.29918816685676575,85.8203113079071
70,0.2224535495042801,0.4988318383693695,0.2763783037662506,87.890625
75,0.22257785499095917,0.4990212321281433,0.27644339203834534,88.12500238418579
80,0.2226303368806839,0.4783169627189636,0.2556866705417633,88.3984386920929
85,0.22264058887958527,0.4832536280155182,0.26061302423477173,87.53906488418579
90,0.22262604534626007,0.46945685148239136,0.24683085083961487,88.5546863079071
95,0.2225969284772873,0.46287670731544495,0.24027976393699646,89.7656261920929
100,0.2225586175918579,0.45925936102867126,0.23670077323913574,89.453125
105,0.22251591086387634,0.46055230498313904,0.23803642392158508,89.3359363079071
110,0.22246940433979034,0.43887677788734436,0.21640734374523163,91.015625
115,0.22242183983325958,0.4316321313381195,0.2092103213071823,90.85937738418579
120,0.22237305343151093,0.42589038610458374,0.20351731777191162,90.7421886920929
125,0.22232389450073242,0.42317914962768555,0.20085522532463074,91.36718511581421
130,0.22227399051189423,0.4449077546596527,0.2226337492465973,90.3515636920929
135,0.2222241461277008,0.4333201050758362,0.21109595894813538,91.0937488079071
140,0.22217437624931335,0.44988828897476196,0.22771386802196503,90.8203125
145,0.22212402522563934,0.43882760405540466,0.2167036086320877,89.84375
150,0.22207458317279816,0.4113505482673645,0.18927599489688873,91.8749988079071
155,0.2220250368118286,0.40647444128990173,0.18444938957691193,92.2656238079071
160,0.2219756543636322,0.406930148601532,0.18495450913906097,92.2656238079071
165,0.22192637622356415,0.4580213129520416,0.23609495162963867,89.7265613079071
170,0.2218766212463379,0.4188072681427002,0.1969306468963623,90.46875238418579
175,0.22182731330394745,0.45791855454444885,0.23609128594398499,90.4296875
180,0.22177815437316895,0.41469353437423706,0.1929154098033905,91.40625
185,0.22172892093658447,0.39662638306617737,0.1748974621295929,91.75781011581421
190,0.2216806411743164,0.3982582986354828,0.1765776127576828,92.81250238418579
195,0.2216324508190155,0.39479994773864746,0.17316751182079315,92.7734375
